seller_id,order_volume_perf,late_rate,severe_late_rate,avg_delay,revenue,avg_review,low_review_rate,review_variance,order_volume_rev,seller_risk_index
8b321bb669392f5163d04c59e235e066,943,0.0962671905697446,0.0618860510805501,-9.378109452736318,39510.57,3.998025666337611,0.16994106090373282,1.9565178372852512,943,0.16494201290788726
37515688008a7a40ac93e3b2e4ab203f,228,0.09583333333333334,0.058333333333333334,-7.418410041841004,10745.6,4.084388185654008,0.10833333333333334,1.4589501537581349,228,0.12749319318773314
729f06993dac8e860d4f02d7088ca48a,96,0.09565217391304348,0.0782608695652174,-10.63716814159292,29081.11,4.2894736842105265,0.09565217391304348,1.5703306939916168,96,0.10201276015014211
ea8482cd71df3c1969d7b9473ff13abc,1146,0.09559434746467166,0.057356608478802994,-9.486531986531986,61576.23,3.9522613065326633,0.16541978387364922,1.91473503308664,1146,0.17039690834949675
fa1c13f2614d7b5c4749cbc52fecda94,585,0.09556313993174062,0.06996587030716724,-9.765112262521589,206513.23,4.34020618556701,0.10409556313993173,1.4537679436449777,585,0.14032846017925116
a3e9a2c700480d9bb01fba070ba80a0e,130,0.09523809523809523,0.04081632653061224,-9.63013698630137,21682.52,4.055555555555555,0.14285714285714285,1.8150738150738146,130,0.11448604281489982
ececbfcff9804a2d6b40f589df8eef2b,98,0.09523809523809523,0.06666666666666667,-11.211538461538462,10039.91,4.123809523809523,0.13333333333333333,1.5326007326007332,98,0.10612286028024458
4e17c65a516f69d023a2ae78b84f28d6,61,0.0945945945945946,0.0945945945945946,-20.16216216216216,10705.1,4.081081081081081,0.20270270270270271,2.239911144020733,61,0.09566205528250214
f7ccf836d21b2fb1de37564105216cc1,70,0.0945945945945946,0.05405405405405406,-8.32876712328767,4480.38,3.8194444444444446,0.20270270270270271,2.4880672926447565,70,0.10557202250755887
1900267e848ceeba8fa32d80c1a5f5a8,411,0.09416195856873823,0.047080979284369114,-9.470476190476191,59691.3,3.8505747126436782,0.1958568738229755,2.1810841220464625,411,0.14723811209304014
1336efc61c316ddf92c899eb817f7cae,74,0.09411764705882353,0.058823529411764705,-10.670588235294117,8538.58,3.9404761904761907,0.16470588235294117,1.9843660355708546,74,0.10312251687564956
